property_name,address,borough,property_type,sqft,classification,has_steam_cooling,has_electric_cooling,has_monthly_data,steam_intensity,heating_baseline,steam_ratio_vs_baseline,steam_pct_of_total,summer_elec_increase_pct,cooling_intensity_kbtu_sqft,cooling_pct_of_elec,peak_month_cooling_kw,avg_summer_cooling_kw,num_cooling_towers,district_steam_kbtu,elec_kwh,bbl,bin,latitude,longitude
The Belaire,524 East 72nd St,MANHATTAN,Multifamily Housing,303659,STEAM_ONLY,True,False,True,69.2,30.8,2.25,49.5,-1.5,0.0,0.0,0,0,1,21010471,6044544,1014837501,1072695,40.766325,-73.952524
The Salvation Army DHQ,120 West 14th Street,MANHATTAN,Mixed Use Property,182554,STEAM_ONLY,True,False,False,69.1,26.3,2.63,62.8,0,0,0,0,0,2,12614908,1995781,1-00609-0023,1010639,40.737704,-73.997676
280 Park Avenue,280 Park Avenue,MANHATTAN,Financial Office,1287610,STEAM_ONLY,True,False,False,69.0,20.1,3.43,58.7,0,0,0,0,0,0,88801540,17745821,1012840033;1012840026,1035441;1035440,40.756023,-73.974831
Century - 130 East 18th Street,130 East 18th Street,MANHATTAN,Multifamily Housing,213684,STEAM_ONLY,True,False,False,68.2,30.8,2.21,78.1,0,0,0,0,0,1,14562934,1104243,1-00873-0019,1017843,40.736331,-73.986667
DEPM 1064 - 812 Fifth Ave,812 Fifth Avenue,MANHATTAN,Multifamily Housing,93486,STEAM_ONLY,True,False,False,67.0,30.8,2.18,76.5,0,0,0,0,0,1,6266410,548955,1-01377-0003,1040884,40.766378,-73.971459
AKAM - 310 East 70th Street,310 East 70th Street,MANHATTAN,Multifamily Housing,119000,STEAM_ONLY,True,False,False,66.8,30.8,2.17,78.7,0,0,0,0,0,0,7947825,553086,1014440043,1044830,40.767233,-73.958722
300 West 55th St.,300 West 55th St.,MANHATTAN,Multifamily Housing,342276,STEAM_ONLY,True,False,False,66.8,30.8,2.17,73.4,0,0,0,0,0,1,22867120,2431786,1-01045-0029,1025416,40.765142,-73.984253
DEPM 2514 TRANSFER - 30 East 65th Street,30 East 65 Street,MANHATTAN,Multifamily Housing,140688,STEAM_ONLY,True,False,False,66.3,30.8,2.15,75.0,0,0,0,0,0,2,9328494,890891,1013790051,1041091,40.767228,-73.968423
Feil - 445 East 80th Street,445 East 80th Street,MANHATTAN,Multifamily Housing,206260,STEAM_ONLY,True,False,False,66.2,30.8,2.15,76.9,0,0,0,0,0,1,13649176,1113448,1-01560-0021,1050368,40.772492,-73.95091
Radisson Wall Street,52 William Street,MANHATTAN,Hotel,119467,STEAM_ONLY,True,False,True,65.7,34.6,1.9,58.9,-4.4,0.0,0.0,0,0,1,7852615,1609104,1000400016,1001006,40.706773,-74.009143
176 W 94th St,176 West 94th Street,MANHATTAN,Multifamily Housing,96184,STEAM_ONLY,True,False,False,65.7,30.8,2.13,78.0,0,0,0,0,0,0,6315663,413998,1012240058,1032545,40.792483,-73.970689
AKAM - 400 East 54th Street,400 East 54th Street,MANHATTAN,Multifamily Housing,243945,STEAM_ONLY,True,False,False,65.4,30.8,2.13,76.4,0,0,0,0,0,1,15965328,1334461,1-01365-7502,1076281,40.756308,-73.964165
DEPM 7568 - 233 East 70th St,233 East 70th Street,MANHATTAN,Multifamily Housing,86124,STEAM_ONLY,True,False,False,65.1,30.8,2.11,63.2,0,0,0,0,0,0,5604681,619119,1-01425-7501,1072227,40.767947,-73.960379
500 Park Avenue (Office V2),500 Park Ave,MANHATTAN,Financial Office,103178,STEAM_ONLY,True,False,False,64.9,20.1,3.22,33.0,0,0,0,0,0,1,6692222,3984583,1012940037,1036084,40.762977,-73.97037
CO/GLC 13225/208 E 79 ST/NEW YORK/NY,208 E 79 ST,MANHATTAN,Data Center,150685,STEAM_ONLY,True,False,False,64.8,27.0,2.41,29.1,0,0,0,0,0,1,9768914,6773931,1-01433-0040,1044182,40.77408,-73.956837
Sloan-Kettering,1233 York Avenue,MANHATTAN,Multifamily Housing,242856,STEAM_ONLY,True,False,False,64.8,30.8,2.11,61.1,0,0,0,0,0,0,15746471,2791572,1-01461-0021,1045571,40.763195,-73.956429
New Amsterdam Apartments Company,320 East 23Rd Street,MANHATTAN,Multifamily Housing,153800,STEAM_ONLY,True,False,False,64.7,30.8,2.1,65.3,0,0,0,0,0,0,9951822,1479633,1-00928-0040,1020580,40.737571,-73.980179
48 east 34th street,48 E 34th St,MANHATTAN,Residence Hall/Dormitory,92302,STEAM_ONLY,True,False,False,64.6,34.2,1.89,77.5,0,0,0,0,0,1,5966310,490290,1008630053,1017088,40.7476,-73.982586
426 West 58th Street,426 West 58th Street,MANHATTAN,Multifamily Housing,53725,STEAM_ONLY,True,False,False,64.6,30.8,2.1,71.6,0,0,0,0,0,0,3470157,395371,1010677502,1026892,40.768991,-73.986177
860-866-870 UN Plaza,866 UN Plaza,MANHATTAN,Multifamily Housing,1316495,STEAM_ONLY,True,False,False,64.5,30.8,2.1,73.5,0,0,0,0,0,0,84958016,8810943,1013607501,1040072,40.752925,-73.966834
1 Pace Plaza,1 Pace Plaza,MANHATTAN,College/University,569027,STEAM_ONLY,True,False,False,64.3,21.9,2.93,55.5,0,0,0,0,0,0,36567973,8506038,1-00102-0001,1001357; 1804652; 1804651,40.711909,-74.005843
RY - 414 East 59th Street,414 East 59th Street,MANHATTAN,Multifamily Housing,128200,STEAM_ONLY,True,False,False,64.1,30.8,2.08,75.0,0,0,0,0,0,0,8215531,779155,1013700038,1072003,40.759373,-73.961409
357 East 57th Street Condominium (357 E. 57th Street),357 E. 57th Street,MANHATTAN,Multifamily Housing,115476,STEAM_ONLY,True,False,False,63.0,30.8,2.05,69.2,0,0,0,0,0,0,7271878,683504,1013507501,1040014,40.758644,-73.963694
AKAM - 77 West 55th Street,77 West 55th Street,MANHATTAN,Multifamily Housing,180000,STEAM_ONLY,True,False,False,62.8,30.8,2.04,66.9,0,0,0,0,0,1,11311633,1562596,1-01271-7501,1034856,40.762616,-73.977146
600 Columbus Avenue,600 Columbus Avenue,MANHATTAN,Multifamily Housing,175436,STEAM_ONLY,True,False,False,62.5,30.8,2.03,47.4,0,0,0,0,0,1,10972645,1189726,1012200029,1032439,40.788646,-73.971038
DEPM 1480 - 220 East 57th St,220 East 57th Street,MANHATTAN,Multifamily Housing,120000,STEAM_ONLY,True,False,False,62.1,30.8,2.02,77.6,0,0,0,0,0,1,7450747,574991,1-01330-0038,1038594,40.759937,-73.966805
277 Park Avenue,277 Park Avenue,MANHATTAN,Office,1745856,STEAM_ONLY,True,False,False,62.0,14.0,4.44,50.9,0,0,0,0,0,1,108231162,30535085,1-01302-7501,1076268,40.755564,-73.975138
Grand Hyatt - 109 E 42nd Street,109 E 42nd St,MANHATTAN,Hotel,1100000,STEAM_ONLY,True,False,False,61.3,34.6,1.77,65.5,0,0,0,0,0,3,67406044,10285567,1-01280-0030,1035383,40.751862,-73.977034
104 West 40th Street (Park House Plaza),104 West 40th Street,,Office,189838,STEAM_ONLY,True,False,False,61.0,14.0,4.37,58.3,0,0,0,0,0,1,11583996,2011014,1008150021,1015277,,
MSHS. MS WEST Graduate Residence,515 West 59th Street,MANHATTAN,Residence Hall/Dormitory,402707,STEAM_ONLY,True,False,False,60.6,34.2,1.77,63.5,0,0,0,0,0,1,24384739,3846172,1-01151-0017,1030308,40.770715,-73.988306
Orient Overseas - Wall Street Plaza - 88 Pine Street,88 Pine Street,MANHATTAN,Office,664990,STEAM_ONLY,True,False,False,60.1,14.0,4.3,67.5,0,0,0,0,0,1,39952374,5643927,1000380017,1000876,40.70536,-74.00629
Archdiocese of NY - 1011 1st Ave,1005 1 AVENUE,MANHATTAN,Office,379996,STEAM_ONLY,True,False,False,59.8,14.0,4.28,58.3,0,0,0,0,0,1,22726094,4757820,1013480023,1039972,40.757107,-73.963814
DEPM 1596 - 155 West 11th Street,155 West 11th Street,MANHATTAN,Multifamily Housing,712101,STEAM_ONLY,True,False,False,59.6,30.8,1.94,62.4,0,0,0,0,0,0,42441947,7240366,1-00607-7503,1089806;1082217;1090621;1090622;1090623;1090624;1090625;1090633,40.736016,-73.999733
145 East 16th Street AKA 180 Third Avenue,145 East 16th Street,MANHATTAN,Multifamily Housing,236064,STEAM_ONLY,True,False,False,59.5,30.8,1.93,64.1,0,0,0,0,0,1,14041417,1972369,1-00872-0035,1017822,40.735063,-73.987248
175 West 13th Street - Cambridge,175 West 13th Street,MANHATTAN,Multifamily Housing,144776,STEAM_ONLY,True,False,False,59.3,30.8,1.93,77.9,0,0,0,0,0,1,8582869,632063,1006090001,1010632,40.737487,-73.999264
2 Dag Hammarskjold Condo,866 2nd Avenue,MANHATTAN,Office,90605,STEAM_ONLY,True,False,False,59.1,14.0,4.23,59.9,0,0,0,0,0,1,5356045,1051453,1013397501,1038896,40.752555,-73.970202
11 Wall Street (9 Wall Street),9 WALL STREET,MANHATTAN,Office,401941,STEAM_ONLY,True,False,False,59.1,14.0,4.23,34.6,0,0,0,0,0,4,23742499,12991810,1000230019,1078981;1078982,40.707443,-74.011174
65 West 90th St - 621 Columbus Avenue,621 Columbus Avenue,MANHATTAN,Multifamily Housing,252351,STEAM_ONLY,True,False,False,59.1,30.8,1.92,67.9,0,0,0,0,0,1,14919519,1781625,1012040001,1031595,40.789189,-73.970189
9 W 57th Street,9 W 57th Street,MANHATTAN,Office,1415180,STEAM_ONLY,True,False,False,58.9,14.0,4.21,52.1,0,0,0,0,0,4,83316781,22020824,1-01273-0022,1035071,40.763255,-73.974633
AKAM - 10 Park Avenue,6 Park Avenue,MANHATTAN,Multifamily Housing,227098,STEAM_ONLY,True,False,False,58.8,30.8,1.91,71.9,0,0,0,0,0,0,13352669,1247263,1008640035,1017105,40.747183,-73.981276
AKAM - 155 East 38th Street,155 East 38th Street,MANHATTAN,Multifamily Housing,164456,STEAM_ONLY,True,False,False,58.5,30.8,1.9,64.5,0,0,0,0,0,1,9626052,1471257,1008947502,1019272,40.748434,-73.976714
Rutherford Tenants Corp,230 East 15th Street,MANHATTAN,Multifamily Housing,120340,STEAM_ONLY,True,False,False,58.5,30.8,1.9,77.4,0,0,0,0,0,0,7038761,551658,1-00896-0032,1019519,40.733421,-73.985379
DEPM 1828 - 200 East 62nd Street,200 East 62nd Street,MANHATTAN,Multifamily Housing,243000,STEAM_ONLY,True,False,False,58.5,30.8,1.9,72.9,0,0,0,0,0,1,14209099,1536664,1-01416-7501,1043780,40.763283,-73.964879
Rockefeller Univ. Residential - 504 East 63rd Street,504 East 63rd Street,MANHATTAN,Multifamily Housing,283000,STEAM_ONLY,True,False,False,58.3,30.8,1.89,46.8,0,0,0,0,0,1,16489140,5011179,1-01475-0005,1046253,40.761104,-73.957726
Marymount Manhattan College,232 East 72 Street,MANHATTAN,College/University,177183,STEAM_ONLY,True,False,False,58.2,21.9,2.65,53.0,0,0,0,0,0,1,10306492,2620534,1014260035,1076309;1083342,40.769382,-73.959761
DEPM 1644 - 188 East 64th St,188 East 64th Street,MANHATTAN,Multifamily Housing,244305,STEAM_ONLY,True,False,False,57.8,30.8,1.88,55.2,0,0,0,0,0,1,14116685,3282393,1-01398-7501,1042137,40.76488,-73.964785
Allied - 304 East 65th Street,304 East 65th Street,MANHATTAN,Multifamily Housing,153116,STEAM_ONLY,True,False,False,57.7,30.8,1.87,63.0,0,0,0,0,0,0,8829678,1459058,1-01439-7501,1072488,40.764179,-73.96119
DEPM 1966 - 980 Fifth Ave,980 Fifth Avenue,MANHATTAN,Multifamily Housing,223092,STEAM_ONLY,True,False,False,57.5,30.8,1.87,66.6,0,0,0,0,0,1,12819096,1883335,1-01491-0001,1046426,40.777028,-73.963211
Orsid - 200 East 69 Street,200 East 69 Street,MANHATTAN,Multifamily Housing,483495,STEAM_ONLY,True,False,False,57.4,30.8,1.87,63.0,0,0,0,0,0,0,27772842,4669875,1-01423-7501,1043902;1084294,40.767753,-73.961892
Evans View,"303 East 60th Street, New York",MANHATTAN,Multifamily Housing,156412,STEAM_ONLY,True,False,False,57.3,30.8,1.86,69.5,0,0,0,0,0,0,8968850,1112117,1-01435-7501,1072231,40.761059,-73.963426
DEPM 2128 - 820 Park Ave,820 Park Avenue,MANHATTAN,Multifamily Housing,63000,STEAM_ONLY,True,False,False,57.3,30.8,1.86,69.5,0,0,0,0,0,0,3607469,453845,1-01390-0035,1041701,40.773242,-73.962278
Chatham Towers,170 Park Row,MANHATTAN,Multifamily Housing,319136,STEAM_ONLY,True,False,False,57.1,30.8,1.86,78.5,0,0,0,0,0,1,18232081,1244399,1-00161-0001,1077439,40.713215,-73.999931
Orsid - 77 Park Avenue,77 Park Avenue,MANHATTAN,Multifamily Housing,158571,STEAM_ONLY,True,False,False,57.0,30.8,1.85,77.1,0,0,0,0,0,0,9045843,663824,1-00894-7501,1019166,40.74999,-73.978746
CIG &gt; LCPA_CAMPUS ON CMP,1 Lincoln Center,MANHATTAN,Performing Arts,2396331,STEAM_ONLY,True,False,False,57.0,13.7,4.17,53.2,0,0,0,0,0,0,136697221,34616017,1011340001;1011340025;1011340005;1011370010,1081022;1081023;1088215;1091570;1028832;1800832;1028831;1028834,40.773448,-73.983208
DEPM 2404 - 136 East 56th St,132 East 56 Street,MANHATTAN,Multifamily Housing,183190,STEAM_ONLY,True,False,False,56.8,30.8,1.84,64.4,0,0,0,0,0,1,10399346,1433444,1013100059,1036528,40.760391,-73.969974
Dom Ben Realty Corp,280 Madison Avenue,MANHATTAN,Office,76811,STEAM_ONLY,True,False,False,56.6,14.0,4.05,49.3,0,0,0,0,0,1,4348858,1095216,1008690061,1017599,40.751432,-73.980301
50 Varick Street,50 Varick Street,MANHATTAN,Office,278746,STEAM_ONLY,True,False,False,56.2,14.0,4.02,39.0,0,0,0,0,0,1,15656014,7166517,1-00212-7504,1002734,40.72117,-74.006559
210 East 15th Street,210 E. 15Th Street,MANHATTAN,Multifamily Housing,136191,STEAM_ONLY,True,False,False,55.9,30.8,1.81,75.1,0,0,0,0,0,0,7606592,712344,1008960039,1019521,40.733647,-73.985917
(4082) - The Cambridge Owners Corp (175 West 13th Street),175 West 13th Street,MANHATTAN,Multifamily Housing,144776,STEAM_ONLY,True,False,False,55.8,30.8,1.81,77.0,0,0,0,0,0,1,8076669,624862,1-00609-0001,1010632,40.737487,-73.999264
150 East Tenants Corp. (150 East 61st Street),150 East 61st Street,MANHATTAN,Multifamily Housing,184500,STEAM_ONLY,True,False,False,55.8,30.8,1.81,68.6,0,0,0,0,0,1,10290644,1321327,1013950050,1041938,40.763319,-73.966912
Century - 315 East 70th Street,315 East 70th Street,MANHATTAN,Multifamily Housing,145748,STEAM_ONLY,True,False,False,55.7,30.8,1.81,76.0,0,0,0,0,0,0,8114803,670243,1-01445-0007,1044837,40.76723,-73.958672
Evolution - 135 W 45th St (Hyatt Times Square New York),135 W 45th St,MANHATTAN,Hotel,304831,STEAM_ONLY,True,False,False,54.7,34.6,1.58,46.3,0,0,0,0,0,1,16679415,5523624,1009980015,1089796,40.757251,-73.983815
LCPA - Rose Building,131 Amsterdam Avenue,MANHATTAN,Mixed Use Property,360554,STEAM_ONLY,True,False,False,54.4,26.3,2.07,47.2,0,0,0,0,0,0,19629289,6440937,1011370001,1077844,40.774505,-73.984619
DEPM 2568 - 435 East 52nd Street,435 East 52nd Street,MANHATTAN,Multifamily Housing,464100,STEAM_ONLY,True,False,False,54.0,30.8,1.75,67.6,0,0,0,0,0,1,25068197,3290698,1-01364-0022,1040155,40.754763,-73.964361
DEPM 2360 - 27 East 65th St,27 East 65th Street,MANHATTAN,Multifamily Housing,152840,STEAM_ONLY,True,False,False,53.8,30.8,1.75,63.9,0,0,0,0,0,2,8219806,926460,1-01380-0023,1041128,40.767255,-73.968441
8 Herald Square - 71 west 35th Street,71 west 35th Street,MANHATTAN,Office,100738,STEAM_ONLY,True,False,False,53.4,14.0,3.82,46.1,0,0,0,0,0,1,5375698,1840288,1008370001,1083641,40.750074,-73.986368
TMG - 110 John Street,110 John Street,MANHATTAN,Multifamily Housing,235688,STEAM_ONLY,True,False,False,53.2,30.8,1.73,61.0,0,0,0,0,0,0,12546851,1997819,1000690053,1001130,40.707712,-74.005836
56 Leonard,56 Leonard Street,MANHATTAN,Multifamily Housing,478136,STEAM_ONLY,True,False,False,53.1,30.8,1.72,51.5,0,0,0,0,0,0,25379591,5606793,1001767501,1088646,40.717898,-74.006273
334 E 26th (Vilcek),334 E 26th Street,MANHATTAN,Residence Hall/Dormitory,147994,STEAM_ONLY,True,False,False,52.9,34.2,1.55,66.5,0,0,0,0,0,0,7831959,1153969,1009310021,1020607,40.739118,-73.977941
(7339) - Belaire Condo,524 East 72nd Street,MANHATTAN,Multifamily Housing,233223,STEAM_ONLY,True,False,False,52.7,30.8,1.71,39.9,0,0,0,0,0,0,12297412,5196720,1-01483-7501; 1-01483-0033,1087893,40.766325,-73.952524
30 Vesey Street,30 Vesey Street,MANHATTAN,Office,71959,STEAM_ONLY,True,False,False,52.6,14.0,3.76,86.9,0,0,0,0,0,0,3785034,167644,1-00088-0010,1001237,40.711977,-74.009865
1166 Avenue of the Americas (1160 6 AVENUE),1160 6 AVENUE,MANHATTAN,Office,1556174,STEAM_ONLY,True,False,False,52.5,14.0,3.76,59.3,0,0,0,0,0,1,81775813,16423346,1012617501,1071414,40.756858,-73.982631
AKAM - 165-215 Park Row,165-215 Park Row,MANHATTAN,Multifamily Housing,508668,STEAM_ONLY,True,False,False,52.5,30.8,1.71,72.5,0,0,0,0,0,0,26699129,2097032,1-00117-0001,1077406;1077407,40.713059,-74.000588
Allied - 100 East 53rd Street,100 East 53rd Street,MANHATTAN,Multifamily Housing,339294,STEAM_ONLY,True,False,False,52.4,30.8,1.7,57.7,0,0,0,0,0,1,17787089,3569163,1-01307-7502,1090179,40.758816,-73.972061
Feil - 444 East 82nd Street,444 East 82nd Street,MANHATTAN,Multifamily Housing,511541,STEAM_ONLY,True,False,False,52.3,30.8,1.7,72.6,0,0,0,0,0,1,26749732,2633713,1-01561-0021,1050396,40.773567,-73.949562
45 Rockefeller Plaza (630 5th Ave) (Bld 6),630 Fifth Avenue,MANHATTAN,Office,1217115,STEAM_ONLY,True,False,False,52.2,14.0,3.74,54.6,0,0,0,0,0,7,63527557,15451707,1-01266-0001,1083860,40.758782,-73.977036
DEPM 2580 - 161 East 79th St,161 East 79th Street,MANHATTAN,Multifamily Housing,56500,STEAM_ONLY,True,False,False,52.2,30.8,1.7,75.1,0,0,0,0,0,0,2950181,275048,1-01508-0024,1047472,40.774723,-73.958317
ConEd Irving Place,4 Irving Place,MANHATTAN,Office,1251237,STEAM_ONLY,True,False,False,52.1,14.0,3.73,47.5,0,0,0,0,0,4,65192397,21138824,1-00870-0024,1084936,40.734163,-73.988627
Wise Towers,111 W 90Th St,MANHATTAN,Multifamily Housing,392411,STEAM_ONLY,True,False,False,52.1,30.8,1.69,67.8,0,0,0,0,0,0,20460145,2376090,1-01221-0007,1077128;1077129;1077130,40.789332,-73.970944
Rockefeller University Residential - 518 E. 63rd Street,518 E. 63rd Street,MANHATTAN,Multifamily Housing,504420,STEAM_ONLY,True,False,False,52.0,30.8,1.69,100.0,0,0,0,0,0,0,26253669,0,1-01475-9005,1090711,40.761068,-73.957636
303 West 66th Street,303 West 66th Street,MANHATTAN,Multifamily Housing,426476,STEAM_ONLY,True,False,False,51.9,30.8,1.69,71.6,0,0,0,0,0,0,22127568,2217863,1-01179-0019,1030923,40.776108,-73.987432
URA Group - 800 3rd Avenue,800 3rd Avenue,MANHATTAN,Office,528180,STEAM_ONLY,True,False,False,51.8,14.0,3.71,47.9,0,0,0,0,0,1,27383301,8737245,1013040033,1036446,40.755341,-73.971124
RY - 333 East 34th Street,333 East 34th Street,MANHATTAN,Multifamily Housing,204230,STEAM_ONLY,True,False,False,51.8,30.8,1.68,74.4,0,0,0,0,0,0,10584591,999542,1-00940-7501,1021903,40.744305,-73.974727
100 United Nations Plaza Condominium (100 UN Plaza),100 UN Plaza,MANHATTAN,Multifamily Housing,470392,STEAM_ONLY,True,False,False,51.7,30.8,1.68,73.1,0,0,0,0,0,2,24330889,2433129,1013417503,1039205,40.753164,-73.968325
Walter & Samuels - 30 E 40th,30 E 40th,,Medical Office,67480,STEAM_ONLY,True,False,False,51.4,14.5,3.55,51.7,0,0,0,0,0,0,3467475,950942,1-00869-0049,1017596,,
The Vanderbilt Condomium,235 East 40th Street,MANHATTAN,Multifamily Housing,354723,STEAM_ONLY,True,False,False,51.2,30.8,1.66,54.0,0,0,0,0,0,0,18151033,2428768,1-01314-7501,1037178,40.748864,-73.973892
177 East 75 Street,177 East 75 Street,MANHATTAN,Multifamily Housing,186802,STEAM_ONLY,True,False,False,51.1,30.8,1.66,70.2,0,0,0,0,0,1,9549074,1078138,1-01410-0033,1043149,40.771974,-73.959817
AKAM - 435 East 65th Street,435 East 65th Street,MANHATTAN,Multifamily Housing,120533,STEAM_ONLY,True,False,False,50.8,30.8,1.65,77.1,0,0,0,0,0,0,6121741,498504,1-01460-0017,1045397,40.762855,-73.957996
(NY03330) - THE BEEKMAN EAST CONDOMINIUM,330 East 49th Street,MANHATTAN,Multifamily Housing,97800,STEAM_ONLY,True,False,False,50.7,30.8,1.65,69.6,0,0,0,0,0,1,4958388,539711,1-01341-7501,1038935,40.753877,-73.968122
Feil - 570 Lexington Avenue,566 Lexington Avenue,MANHATTAN,Office,494388,STEAM_ONLY,True,False,False,50.5,14.0,3.61,54.5,0,0,0,0,0,1,24946180,5542794,1013050060,1036459,40.756815,-73.972145
Dalan - 230 East 44th Street,230 East 44th Street,MANHATTAN,Multifamily Housing,116000,STEAM_ONLY,True,False,False,50.4,30.8,1.64,67.6,0,0,0,0,0,0,5842910,782359,1-01317-0030,1037565,40.751713,-73.972692
385 Fifth Avenue LLC,385 5Th Avenue,MANHATTAN,Office,94471,STEAM_ONLY,True,False,False,50.3,14.0,3.6,58.3,0,0,0,0,0,1,4755606,995862,1-00865-0071,1017134,40.749563,-73.983726
DEPM 1240 - 1040 Fifth Ave,1039 5 Avenue,MANHATTAN,Multifamily Housing,153037,STEAM_ONLY,True,False,False,49.8,30.8,1.62,68.5,0,0,0,0,0,0,7626507,1026544,1014970001,1046827,40.780955,-73.960826
Four Seasons Hotel New York Downtown,27 Barclay Street,MANHATTAN,Multifamily Housing,645504,STEAM_ONLY,True,False,False,49.6,30.8,1.61,51.3,0,0,0,0,0,1,32025074,8397381,1000880014,1087947,40.712427,-74.009011
DEPM 1624 - 812 Park Ave,812 Park Avenue,MANHATTAN,Multifamily Housing,160160,STEAM_ONLY,True,False,False,49.5,30.8,1.61,70.0,0,0,0,0,0,0,7935708,961474,1-01389-0038,1041660,40.772913,-73.962517
500 Park Avenue,500 Park Avenue,MANHATTAN,Multifamily Housing,176494,STEAM_ONLY,True,False,False,49.4,30.8,1.6,35.3,0,0,0,0,0,0,8719480,4687375,1-01294-7501,1036086,40.762977,-73.97037
DEPM 2734 - 535 Park Ave,535 Park Avenue,MANHATTAN,Multifamily Housing,94812,STEAM_ONLY,True,False,False,49.4,30.8,1.61,73.1,0,0,0,0,0,0,4685438,485299,1-01396-0001,1041961,40.764316,-73.968767
AKAM - 205 West End Avenue,205 West End Avenue,MANHATTAN,Multifamily Housing,650325,STEAM_ONLY,True,False,False,49.3,30.8,1.6,73.0,0,0,0,0,0,0,32072918,2577644,1011797503,1070766,40.778573,-73.986377
The Cosmopolitan Condominium (145 East 48th Street),145 East 48th Street,MANHATTAN,Multifamily Housing,201068,STEAM_ONLY,True,False,False,49.2,30.8,1.6,56.1,0,0,0,0,0,0,9884087,1708131,1013037501,1036233,40.755042,-73.972774
The Plaza Condominium (1 Central Park South),1 Central Park South,MANHATTAN,Multifamily Housing,911369,STEAM_ONLY,True,False,False,49.2,30.8,1.6,48.3,0,0,0,0,0,7,44879798,12831587,1012747504,1035253,40.764597,-73.973727
AKAM - 401 East 84th Street,401 East 84th Street,MANHATTAN,Multifamily Housing,118050,STEAM_ONLY,True,False,False,49.1,30.8,1.59,68.9,0,0,0,0,0,0,5794633,692334,1-01564-7502,1073786,40.775428,-73.949994
Century - 142 East 16th Street,142 East 16th Street,MANHATTAN,Multifamily Housing,116428,STEAM_ONLY,True,False,False,49.1,30.8,1.59,64.6,0,0,0,0,0,1,5711711,828963,1-00871-0044,1017804,40.73506,-73.987288
345 East 52nd Street,345 East 52nd Street,MANHATTAN,Multifamily Housing,100154,STEAM_ONLY,True,False,False,49.0,30.8,1.59,75.7,0,0,0,0,0,0,4907232,407681,1-01345-0017,1039794,40.755653,-73.966454
Park Towers Tenants Corp (201 East 17th Street),201 East 17th Street,MANHATTAN,Multifamily Housing,269220,STEAM_ONLY,True,False,False,48.9,30.8,1.59,69.8,0,0,0,0,0,0,13160064,1492509,1008980001,1019551,40.735052,-73.985411
DEPM 1284 - 650 Park Ave,650 Park Avenue,MANHATTAN,Multifamily Housing,231380,STEAM_ONLY,True,False,False,48.9,30.8,1.59,71.1,0,0,0,0,0,1,11324913,1305306,1-01381-0038,1041176,40.76768,-73.966336
Fisher - 299 Park Avenue,299 Park Avenue,MANHATTAN,Financial Office,1072542,STEAM_ONLY,True,False,False,48.7,20.1,2.42,50.8,0,0,0,0,0,1,52193771,14793544,1-01303-0001,1036223,40.756456,-73.974495
DEPM 7536 - 15 East 69th St,15 East 69th Street,MANHATTAN,Multifamily Housing,149422,STEAM_ONLY,True,False,False,48.6,30.8,1.58,54.0,0,0,0,0,0,1,7263034,1726067,1-01384-7502,1041297,40.770013,-73.967219
The Elysabeth Condominium (35 East 38 Street),35 East 38 Street,MANHATTAN,Multifamily Housing,93180,STEAM_ONLY,True,False,False,48.4,30.8,1.57,71.1,0,0,0,0,0,1,4513642,499849,1008687501,1017247,40.749988,-73.980395
Tower 53,821 7 AVENUE,MANHATTAN,Mixed Use Property,442397,STEAM_ONLY,True,False,False,48.3,26.3,1.84,65.9,0,0,0,0,0,1,21358451,3100576,1010067501,1023166,40.763059,-73.981813
