property_name,address,borough,property_type,sqft,classification,has_steam_cooling,has_electric_cooling,has_monthly_data,steam_intensity,heating_baseline,steam_ratio_vs_baseline,steam_pct_of_total,summer_elec_increase_pct,cooling_intensity_kbtu_sqft,cooling_pct_of_elec,peak_month_cooling_kw,avg_summer_cooling_kw,num_cooling_towers,district_steam_kbtu,elec_kwh,bbl,bin,latitude,longitude
2455-M Social New York (CHILD),1651 Broadway,MANHATTAN,Hotel,387010,BOTH,True,True,True,52.7,34.6,1.52,46.8,32.7,3.7,6.4,770,481,1,20400206,6629836,1010230018,1024817,40.762164,-73.983575
LL84 - TRB (227 E 30th S),227 East 30th St,MANHATTAN,Data Center,203238,BOTH,True,True,True,101.3,27.0,3.76,44.0,29.2,13.2,10.2,758,559,2,20595317,7676500,1009117503,1019951,40.742695,-73.978705
Allied - Vanderbilt - Parent,235 EAST 40 STREET; 240 GARAGE EAST 41 STREET,MANHATTAN,Multifamily Housing,350328,BOTH,True,True,True,49.6,30.8,1.61,52.6,108.5,5.0,21.7,757,516,0,17361752,2357026,1013147501,1037178;1089503,40.748864,-73.973892
CO/GLC 18137/230 W 36 ST/NEW YORK/NY,230 W 36 ST,MANHATTAN,Data Center,293739,BOTH,True,True,True,364.7,27.0,13.53,75.8,21.7,7.3,6.4,752,559,7,107127268,10005968,1-00785-0049,1083622,40.752709,-73.990731
CUNY CC > BMCC_61_BMCC: Chambers St. Building,199 Chambers St,MANHATTAN,College/University,723777,BOTH,True,True,True,45.0,21.9,2.05,43.2,15.7,1.5,2.6,736,364,1,32552715,12537351,1001420050,1066406,40.716838,-74.012117
Sofitel Hotel,43 West 44th Street,MANHATTAN,Hotel,280328,BOTH,True,True,True,58.7,34.6,1.7,56.1,74.8,7.5,19.3,725,522,1,16467910,3188492,1012600014,1085873,40.755401,-73.981386
NYLS-New York Law Campus,185 West Broadway,MANHATTAN,College/University,344852,BOTH,True,True,True,35.1,21.9,1.6,41.3,43.4,5.1,10.5,722,472,0,12087559,4918534,1001760018;1001760001;1001760004,1001967;1001957;1001958;1001959,40.718175,-74.007114
"NH Lenox Health, Greenwich Village",20-40 7th Avenue,MANHATTAN,Urgent Care/Clinic/Other Outpatient,160000,BOTH,True,True,True,130.4,83.6,1.56,51.9,41.0,11.3,10.2,716,533,0,20864592,5628724,1-00617-0055,1011094,40.737328,-74.000585
810 Seventh Avenue,1680 Broadway,MANHATTAN,Office,723473,BOTH,True,True,True,38.7,14.0,2.77,50.1,24.4,1.5,4.1,715,373,1,28017926,7983086,1010240038,1024828,40.763034,-73.983005
CBS-518,518 W57th St,MANHATTAN,Office,121635,BOTH,True,True,True,119.8,14.0,8.58,30.9,23.6,27.0,10.6,714,507,0,14574040,9378459,1-01085-0041,1027069,40.769617,-73.989769
2 Times Square,712 7th Avenue,MANHATTAN,Hotel,233561,BOTH,True,True,True,72.3,34.6,2.09,35.7,24.3,4.6,4.0,713,357,1,16884927,7948521,1010197501,1024757,40.759527,-73.984406
URA Group - 10 East 40th Street,10 East 40th Street,MANHATTAN,Office,430070,BOTH,True,True,True,38.1,14.0,2.72,50.8,43.3,2.8,7.7,710,406,1,16371424,4655097,1008690066,1017601,40.751879,-73.981091
641 Lexington Avenue,641 Lexington Avenue,MANHATTAN,Office,445690,BOTH,True,True,True,24.1,14.0,1.73,43.2,51.0,3.5,11.0,710,475,1,10742107,4132023,1013090023,1036482,40.75903,-73.970321
BROADWAY 2024 PROPCO LLC,222 BROADWAY,MANHATTAN,Office,756138,BOTH,True,True,True,22.6,14.0,1.62,47.3,36.8,2.2,8.6,710,492,1,17116170,5578641,1000890012,1001245,40.711313,-74.008661
Peninsula NY,695 5th Avenue,MANHATTAN,Hotel,282585,BOTH,True,True,True,62.5,34.6,1.81,46.3,38.2,7.6,11.4,705,527,1,17663200,5510061,1012700038,1034801,40.76132,-73.975158
124110 1370 Avenue of the Americas,1370 Avenue of the Americas,MANHATTAN,Office,311501,BOTH,True,True,True,33.8,14.0,2.42,43.4,51.7,4.7,10.7,697,465,1,10537852,4032896,1012710071,1034855,40.763363,-73.977373
150 East  58th Street,146 EAST 58 STREET,MANHATTAN,Mixed Use Property,593382,BOTH,True,True,True,42.9,26.3,1.63,57.9,36.9,2.7,8.6,692,462,2,25454374,5414922,1013120041,1036915,40.761434,-73.968266
One Dag Hammarskjold Plaza,883 Second Avenue,MANHATTAN,Office,771118,BOTH,True,True,True,37.1,14.0,2.65,57.4,31.6,2.0,7.2,691,484,1,28588908,6227731,1013210022,1037988,40.753145,-73.969794
